Title,Genre,IMDB Rating,Rating
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Comedy,7.1,TV-14
Sthaniya Sambaad,"Comedy, Drama",7.5,N/A
Still,"Drama, Fantasy, Mystery",5.2,Not Rated
Stink!,Documentary,7.2,Not Rated
The Making of 'Stonehearst Asylum',"Documentary, Short",N/A,N/A
The Story of an Egg,"Documentary, Animation, Short",N/A,N/A
Straight Up,"Comedy, Romance",6.9,Not Rated
Strange But True,Thriller,5.9,PG-13
Strange Voices,Drama,6.5,Not Rated
Strange Weather,Drama,6.0,R
Stranger Than Fiction,"Comedy, Drama, Fantasy",7.5,PG-13
Stray Bullet,"Documentary, Crime",6.0,N/A
Stree,"Comedy, Horror",7.6,Not Rated
Strictly Ballroom,"Comedy, Drama, Music",7.2,PG
Stripes,"Comedy, War",6.9,R
Striptease,"Comedy, Crime, Drama",4.5,R
Stuart Little,"Adventure, Comedy, Family",5.9,PG
Stuart Little 2,"Animation, Adventure, Comedy",5.5,PG
Stunt School,Comedy,N/A,N/A
Submission,"Drama, Mystery, Romance",5.5,TV-MA
Suburra,"Crime, Drama, Thriller",7.4,N/A
SuckSeed: Huay Khan Thep,"Comedy, Music, Romance",7.4,N/A
Sudani from Nigeria,"Comedy, Sport",8.2,Not Rated
Suffragette,"Drama, History",6.9,PG-13
Sugar High,Reality-TV,7.3,TV-G
Suite Française,"Drama, Romance, Thriller",7.0,N/A
Summer Night,"Comedy, Drama",4.8,N/A
Sun Dogs,"Comedy, Drama",6.3,TV-MA
Sunrise,"News, Talk-Show",3.4,N/A
Super Dark Times,"Crime, Drama, Horror",6.6,Not Rated
Super Deluxe,"Comedy, Crime, Drama",8.4,Not Rated
Super Monsters Save Christmas,"Animation, Family, Fantasy",4.8,N/A
Super Monsters: The New Class,"Short, Animation, Family",5.7,N/A
Super Monsters: Vida's First Halloween,Animation,5.7,N/A
Super Nani,"Comedy, Drama, Family",4.7,Not Rated
Superbad,Comedy,7.6,R
Superfly,"Action, Crime, Thriller",5.2,R
Supergirl,"Action, Adventure, Drama",6.2,TV-PG
Superlópez,"Action, Comedy, Sci-Fi",5.4,N/A
Superman Returns,"Action, Sci-Fi",6.0,PG-13
Supernatural,"Drama, Fantasy, Horror",8.4,TV-14
Superstar,"Comedy, Romance",5.1,PG-13
Sur Sapata,"Comedy, Drama, Sport",7.2,N/A
Sur: The Melody of Life,"Drama, Musical, Romance",6.5,Not Rated
Surat dari Praha,"Drama, Musical, Romance",7.2,TV-14
Surf's Up,"Animation, Adventure, Comedy",6.7,PG
Surga Yang Tak Dirindukan,"Drama, Romance",7.8,TV-14
Surga Yang Tak Dirindukan 2,"Drama, Romance",7.1,TV-14
Survivors Guide to Prison,Documentary,7.1,TV-MA
Susanne Bartsch: On Top,"Documentary, Biography",6.7,Not Rated
Svaha: The Sixth Finger,"Crime, Horror, Mystery",6.3,Not Rated
"Swades: We, the People","Drama, Musical",8.2,Not Rated
Swami,Drama,6.9,Not Rated
Swearnet Live,Comedy,4.6,N/A
Swearnet: The Movie,Comedy,5.9,NC-17
Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Horror, Musical",7.3,R
Sweet Virginia,"Action, Drama, Thriller",6.2,R
Sweetheart,"Adventure, Horror, Sci-Fi",5.8,PG-13
Swiped,"Comedy, Romance",3.0,TV-14
Swiss Army Man,"Comedy, Drama, Fantasy",7.0,R
Ode to the Sword: Master and Apprentice,"Short, Adventure",N/A,Not Rated
Swordfish,"Action, Crime, Thriller",6.5,R
Sylvia,"Biography, Drama, Romance",6.3,R
Taal,"Drama, Musical, Romance",6.7,Not Rated
Taare Zameen Par,"Drama, Family",8.4,PG
Tahaan,Drama,7.1,Not Rated
Take Me,"Comedy, Crime, Mystery",6.1,TV-MA
Take Me Home Tonight,"Comedy, Drama, Romance",6.3,R
Take My Brother Away,Drama,7.0,N/A
Take the 10,Comedy,4.8,N/A
Take the Ball Pass the Ball: The Making of the Greatest Team in the World,"Documentary, Sport",8.0,Not Rated
Takers,"Action, Crime, Thriller",6.2,PG-13
Talaash,"Crime, Drama, Mystery",7.2,Not Rated
Talentime,Drama,7.0,N/A
Tales from the Hood 2,"Comedy, Horror",4.4,R
Tall Girl,"Comedy, Drama, Family",5.2,TV-PG
Tallulah,"Comedy, Drama, Romance",6.7,N/A
Tamanchey: Pyar Mein Dil Pe Maar De Goli,"Crime, Romance",4.5,Unrated
Tamasha,"Comedy, Drama, Romance",7.3,Not Rated
Tanu Weds Manu,"Comedy, Drama, Romance",6.8,Not Rated
Taramani,"Drama, Romance",7.5,N/A
Target,"Action, Adventure, Crime",6.0,R
Tarung Sarung,"Action, Adventure, Drama",6.4,TV-14
Tarzan,"Animation, Adventure, Comedy",7.3,G
Tarzan 2: The Legend Begins,"Animation, Adventure, Comedy, Family",5.6,G
Tattah,"Action, Comedy, Drama",4.4,N/A
Tatu,Adventure,4.2,N/A
Tau,"Sci-Fi, Thriller",5.8,R
Taxi Ballad,Drama,6.0,N/A
Taxi Driver,"Crime, Drama",8.2,R
Taylor Tomlinson: Quarter-Life Crisis,Comedy,7.4,TV-14
Te3n,"Drama, Mystery, Thriller",7.3,N/A
Tears of the Sun,"Action, Drama, Thriller",6.6,R
Tee Shot: Ariya Jutanugarn,"Biography, Drama, Sport",6.6,N/A
Teefa in Trouble,"Action, Comedy, Crime",7.2,Not Rated
Teen Aur Aadha,Drama,6.6,N/A
Teen Patti,"Crime, Drama, Thriller",4.1,Not Rated
Teenage Cocktail,"Drama, Thriller",5.8,N/A
Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy",5.8,PG-13
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Action, Adventure, Comedy",6.0,PG
Tees Maar Khan,"Comedy, Crime",2.6,Not Rated
Temple,"Adventure, Drama, Horror",3.6,TV-MA
Temporada de Caza,Drama,6.3,N/A
Ten Years,Short,6.3,N/A
Tere Naal Love Ho Gaya,"Comedy, Drama, Romance",5.8,Not Rated
Term Life,"Action, Crime, Drama",5.6,R
Terminator 3: Rise of the Machines,"Action, Sci-Fi",6.3,R
Terminator Salvation,"Action, Sci-Fi",6.5,PG-13
Terra,"Animation, Action, Adventure",6.5,PG
Terrifier,"Horror, Thriller",5.7,Unrated
Teshan,Drama,5.2,N/A
Tezz,"Action, Crime, Drama",3.9,Not Rated
Thaandavam,"Action, Thriller",6.1,Not Rated
Thambi,"Action, Thriller",6.8,Not Rated
Thank You,Comedy,4.7,Not Rated
That Thing Called Tadhana,"Comedy, Drama, Romance",7.4,TV-PG
The 12th Man,Comedy,5.2,N/A
The 2nd,"Action, Drama",3.8,Not Rated
The 3rd Eye,N/A,N/A,N/A
The 9th Precinct,"Action, Crime, Drama",5.6,N/A
The Accidental Spy,Action,4.4,N/A
The Adderall Diaries,"Crime, Drama, Thriller",5.1,R
The Adventure Club,"Adventure, Family",5.1,TV-PG
The Adventures of Sharkboy and Lavagirl 3-D,"Action, Adventure, Comedy",3.7,PG
The Adventures of Tintin,"Animation, Action, Adventure",7.3,PG
The Aerial Submarine,"Short, Adventure, Fantasy",5.7,N/A
The After Party,"Comedy, Music",5.8,Not Rated
The Amazing Praybeyt Benjamin,"Action, Comedy, Fantasy",4.1,TV-PG
The American Bible Challenge,"Family, Game-Show",6.3,TV-G
The American Meme,Documentary,6.6,TV-MA
The American President,"Comedy, Drama, Romance",6.8,PG-13
The Amityville Horror,Horror,6.0,R
The Angel,"Biography, Drama, Thriller",6.6,TV-MA
The Angry Birds Movie 2,"Animation, Action, Adventure",6.4,PG
The Apostate,"Short, Horror",N/A,N/A
The App,"Drama, Sci-Fi, Thriller",2.6,N/A
The App That Stole Christmas,Comedy,3.6,N/A
The Arbitration,Drama,5.1,N/A
The Art of the Steal,"Comedy, Crime, Thriller",6.3,R
The Art of War,"Action, Adventure, Crime",5.7,R
The Artist,"Comedy, Drama, Romance",7.9,PG-13
The Assignment,"Action, Crime, Thriller",6.8,R
The Autopsy of Jane Doe,"Horror, Mystery, Thriller",6.8,R
The B-Side: Elsa Dorfman's Portrait Photography,Documentary,6.7,R
The Babysitter,"Comedy, Horror",6.3,TV-MA
The Babysitter: Killer Queen,"Comedy, Horror",5.8,TV-MA
The Bachelors,"Comedy, Drama",6.8,Unrated
The Bad Batch,"Action, Horror, Mystery",5.3,R
The Bad Education Movie,Comedy,5.8,Not Rated
The Ballad of Buster Scruggs,"Comedy, Drama, Musical",7.3,R
The Ballad of Lefty Brown,"Action, Drama, Western",6.3,R
The Bar,"Comedy, Drama",6.9,N/A
The Basement,Horror,4.3,TV-MA
The Battered Bastards of Baseball,"Documentary, Sport",8.0,N/A
The Battle of Midway,"Documentary, Short, War",6.1,TV-PG
The Beast,"Action, Crime, Drama",7.8,N/A
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,Documentary,7.1,TV-MA
The Binding,"Drama, Horror, Thriller",3.6,Not Rated
The Bittersweet,"Drama, Thriller",5.2,N/A
The Black Godfather,Documentary,7.4,TV-MA
The Black Prince,"Drama, History",6.6,PG-13
The Black Room,"Comedy, Horror",3.3,Not Rated
The Blazing Sun,Western,6.3,Passed
The Bleeder,"Biography, Drama, Sport",6.5,R
The Bling Lagosians,Drama,6.4,N/A
The Bling Ring,"Biography, Crime, Drama",5.6,R
The Blue Elephant 2,"Crime, Drama, Horror",8.2,N/A
The Blue Umbrella,"Animation, Short, Drama",7.6,G
The Body,"Drama, Mystery, Romance",5.4,PG-13
The Body Remembers When the World Broke Open,Drama,6.9,TV-MA
The Book of Eli,"Action, Adventure, Drama",6.9,R
The Boss Baby: Get That Baby!,"Animation, Short, Adventure",4.9,TV-Y7
Marry the Boss's Daughter,"Comedy, Romance",6.3,Approved
The Bounty Hunter,"Action, Comedy, Romance",5.6,PG-13
The Box,"Drama, Mystery, Thriller",5.6,PG-13
The Boy,"Horror, Mystery, Thriller",6.0,PG-13
The Boy in the Striped Pajamas: Behind the Scenes,Short,8.6,N/A
The Boy Who Cried Werewolf,"Comedy, Family, Fantasy, Horror",6.0,TV-PG
The Boy Who Harnessed the Wind,"Biography, Drama, History",7.6,TV-PG
The Boys in the Band,Drama,6.8,R
The Brave,Drama,6.3,N/A
The Brave One,"Action, Crime, Drama",6.7,R
The Brawler,"Biography, Crime, Drama",4.8,N/A
The Breadwinner,"Animation, Drama, Family",7.7,PG-13
The Break-Up,"Comedy, Drama, Romance",5.8,PG-13
The Breaker Upperers,Comedy,5.9,N/A
The Breakup Playlist,"Drama, Music, Romance",6.5,TV-PG
The Bridge,"Crime, Drama, Mystery",7.6,TV-MA
The Bridge Curse,"Horror, Mystery, Thriller",5.3,N/A
The Bros.,"Comedy, Music",3.0,R
The Brothers Grimm,"Action, Adventure, Comedy",5.9,PG-13
The Bucket List,"Adventure, Comedy, Drama",7.4,PG-13
The Burial of Kojo,"Drama, Thriller",6.5,N/A
The Bye Bye Man,"Drama, Fantasy, Horror",4.2,PG-13
The Bygone,"Crime, Drama, Mystery",5.7,TV-MA
The C Word,Drama,7.6,N/A
The Cakemaker,"Drama, Romance",7.3,Not Rated
The Call,"Crime, Drama, Horror",6.7,R
The Captive,"Crime, Drama, Mystery",5.9,R
The Car,"Action, Horror, Mystery",6.2,PG
The Car: Road to Revenge,"Action, Horror, Thriller",4.0,N/A
The Carter Effect,"Documentary, Sport",7.1,TV-14
The Case for Christ,"Biography, Drama",6.3,PG
The Cat in the Hat Knows a Lot About That!,"Animation, Adventure, Comedy",6.4,TV-Y
The Cell,"Crime, Horror, Sci-Fi",6.4,R
The CEO,"Drama, Mystery, Thriller",5.9,PG-13
The Charnel House,"Horror, Mystery, Thriller",4.4,R
The Chord,"Documentary, Short",N/A,N/A
The Chosen,"Drama, History",9.6,TV-PG
The Chosen One,"Comedy, Drama",4.5,PG-13
The Chosen Ones,Drama,6.8,N/A
The Christmas Candle,"Drama, Family",6.2,PG
The Christmas Chronicles,"Adventure, Comedy, Family",7.0,PG
The Christmas Chronicles: Part Two,"Adventure, Comedy, Family",6.0,PG
The Christmas Project,Family,5.4,TV-PG
The Cincinnati Kid,Drama,7.3,TV-14
The Clapper,"Comedy, Drama",5.1,R
The Climb,"Comedy, Drama",6.7,R
The Cloverfield Paradox,"Action, Horror, Sci-Fi",5.5,PG-13
The Coldest Game,"History, Sport, Thriller",6.2,TV-MA
The Command,"Romance, Western",6.4,Approved
The Company Men,Drama,6.7,R
The Competition,"Drama, Romance, Music",6.7,PG
The Con Is On,"Comedy, Crime",4.0,R
The Confirmation,"Adventure, Comedy, Drama",6.4,PG-13
The Congress,"Animation, Drama, Sci-Fi",6.5,Not Rated
The Conjuring,"Horror, Mystery, Thriller",7.5,R
The Craft,"Drama, Fantasy, Horror",6.4,R
The Creative Brain,Documentary,6.2,N/A
The Crew,"Comedy, Crime",5.6,PG-13
The Croods,"Animation, Adventure, Comedy",7.2,PG
The Crow,"Action, Fantasy, Thriller",7.6,R
The Cruise,Documentary,7.7,PG-13
The Crying Game,"Crime, Drama, Romance",7.2,R
The Crystal Calls - Making the Dark Crystal: Age of Resistance,Documentary,7.6,N/A
The D Train,"Comedy, Drama",5.0,R
The Da Vinci Code,"Mystery, Thriller",6.6,PG-13
The Dancer,Drama,5.8,PG-13
The Danish Girl,"Biography, Drama, Romance",7.1,R
The Dark Crystal,"Adventure, Family, Fantasy",7.2,PG
The Dark Side of Life: Mumbai City,Drama,5.9,N/A
The Darkness,"Horror, Thriller",4.5,PG-13
The Daughter,Drama,6.6,N/A
The Dawn Wall,"Documentary, Biography, Sport",8.1,Not Rated
Revelation 666: The Day of the Lord,History,N/A,Approved
The Dealer,"Short, Comedy",9.4,N/A
The Death of Stalin,"Comedy, Drama, History",7.3,R
The Debt Collector,"Action, Comedy",5.8,Not Rated
The Debt Collector 2,"Action, Comedy",5.8,N/A
The Decline,Documentary,5.6,N/A
The Delivery Boy,"Animation, Short, Comedy",6.2,N/A
The Departed,"Crime, Drama, Thriller",8.5,R
The Desert Bride,"Action, Romance, Drama",6.2,Passed
The Detained,"Comedy, Drama, Horror",3.4,Unrated
The Devil All the Time,"Crime, Drama, Thriller",7.1,R
The Devil Inside,Horror,4.2,R
The Devil Punisher,"Fantasy, Mystery, Romance",6.0,N/A
The Devil's Mistress,"Horror, Western",4.1,N/A
The Diabolical,"Horror, Sci-Fi",4.7,TV-MA
The Dirt,"Biography, Comedy, Drama",7.0,TV-MA
The Disaster Artist,"Biography, Comedy, Drama",7.4,R
The Discovery,"Drama, Romance, Sci-Fi",6.3,TV-MA
The Do-Over,"Action, Adventure, Comedy",5.7,TV-MA
The Doll,"Horror, Thriller",5.2,TV-MA
The Doll 2,"Horror, Thriller",5.3,TV-MA
The Dreamer,"Short, Thriller",7.9,N/A
The Drowning,"Drama, Thriller",4.4,Not Rated
The Duel,"Drama, Western",5.8,R
The Dukes of Hazzard,Comedy,5.1,PG-13
The Dukes of Hazzard: The Beginning,"Action, Adventure, Comedy",4.5,R
The Eddy,"Drama, Music",7.2,TV-MA
The Edge of Seventeen,"Comedy, Drama",7.3,R
The Eichmann Show,"Drama, History",6.5,N/A
The Emigrant,"Drama, Musical",8.3,N/A
The End,"Comedy, Drama",6.2,R
The End of the Tour,"Biography, Drama",7.3,R
The Endless,"Drama, Fantasy, Horror",6.5,Not Rated
The Evil Dead,Horror,7.5,NC-17
The Exception,"Drama, Romance, War",6.8,R
The Eyes of My Mother,"Drama, Horror, Thriller",6.2,R
The F**k-It List,Comedy,5.1,TV-MA
The Family,"Comedy, Crime, Thriller",6.3,R
The Fear,Horror,3.7,R
The Feels,"Comedy, Romance",5.1,TV-MA
The Fighter,"Biography, Drama, Sport",7.8,R
The Final Destination,"Action, Horror, Thriller",5.2,R
The First Line of Defense,"Short, Comedy",N/A,N/A
The First Wives Club,Comedy,6.4,PG
The Five,"Crime, Drama, Mystery",7.6,N/A
The Flash,"Action, Adventure, Drama",7.6,TV-PG
The Flintstones,"Comedy, Family, Fantasy",4.9,PG
The Flintstones in Viva Rock Vegas,"Comedy, Family, Romance",3.7,PG
The Florida Project,Drama,7.6,R
The Forbidden Kingdom,"Action, Adventure, Fantasy",6.6,PG-13
The Foreigner,"Action, Thriller",7.0,R
The Forest,"Horror, Mystery, Thriller",4.8,PG-13
The Forest of Love: Deep Cut,"Crime, Drama, Horror",6.8,N/A
The Forest of Love: Deep Cut,"Crime, Drama, Horror",6.8,N/A
The Forgotten,"Drama, Mystery, Sci-Fi",5.8,PG-13
The Forty-Year-Old Version,"Comedy, Drama",7.2,R
The Founder,"Biography, Drama",7.2,PG-13
The Free Man,"Documentary, Action, Sport",6.2,Not Rated
The Frozen Ground,"Crime, Thriller",6.4,R
The Fundamentals of Caring,"Comedy, Drama",7.3,TV-MA
The Fury of a Patient Man,"Drama, Thriller",N/A,N/A
The Game Changers,Documentary,7.9,N/A
The Gathering,"Action, Adventure, Drama, Mystery, Sci-Fi",6.6,Unrated
The Ghost and the Tout,Comedy,3.6,N/A
The Ghost Bride,Drama,6.0,N/A
The Ghost Who Walks,"Crime, Drama",5.4,TV-MA
The Giant,"Crime, Mystery, Thriller",4.2,Unrated
The Girl from the Song,"Drama, Music, Romance",5.6,N/A
The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",7.8,R
The Golem,"Drama, Horror",5.5,N/A
The Good Catholic,"Comedy, Drama",5.3,PG-13
The Good Neighbor,"Crime, Drama, Horror",6.3,Not Rated
"The Goods: Live Hard, Sell Hard",Comedy,5.8,R
The Gospel of John,Drama,7.8,Unrated
The Gospel of Luke,Drama,7.1,Not Rated
The Grandmaster,"Adventure, Drama, Family",N/A,N/A
The Great Gambler,"Action, Crime, Romance",6.5,N/A
The Great Raid,"Action, Drama, War",6.7,R
The Green Hornet,"Action, Comedy, Crime",5.8,PG-13
The Green Inferno,"Adventure, Horror",5.3,R
The Guernsey Literary and Potato Peel Pie Society,"Drama, Romance, War",7.4,TV-14
The Half of It,"Comedy, Drama, Romance",6.9,PG-13
The Happytime Murders,"Action, Comedy, Crime",5.4,R
The Hard Way,"Action, Comedy, Crime",6.4,R
The Hateful Eight,"Crime, Drama, Mystery",7.8,R
The Hater of Men,"Comedy, Drama",5.8,N/A
The Hatred,"Drama, Horror, Mystery",3.6,R
The Haunting of Molly Hartley,"Drama, Horror, Thriller",3.9,PG-13
The Healer,"Comedy, Drama, Family",6.3,Not Rated
The Heartbreak Kid,"Comedy, Romance",5.8,R
The Help,Drama,8.0,PG-13
The Heretics,"Fantasy, Horror, Thriller",4.7,N/A
The Heyday of the Insensitive Bastards,"Comedy, Drama",4.4,Not Rated
The Highwaymen,"Biography, Crime, Drama",6.9,R
The History of Future Folk,"Comedy, Music, Sci-Fi",7.1,Not Rated
The Holiday Calendar,"Drama, Fantasy, Romance",5.7,TV-PG
The Hollow Point,"Crime, Drama, Thriller",5.4,R
The Holy Man,"Action, Drama, Sport",7.8,PG-13
The House Next Door,Horror,6.8,Not Rated
The Hows of Us,"Drama, Romance",7.3,N/A
The Humanity Bureau,"Sci-Fi, Thriller",4.6,R
The Hummingbird Project,"Drama, Thriller",6.2,R
The Hundred-Foot Journey,"Comedy, Drama",7.3,PG
The Hurricane Heist,"Action, Adventure, Crime",5.1,PG-13
The Hurt Business,"Documentary, Sport",6.5,PG-13
The Imaginarium of Doctor Parnassus,"Adventure, Comedy, Fantasy",6.8,PG-13
"Signed, Sealed, Delivered: The Impossible Dream",Drama,7.8,Not Rated
The Incident,"Horror, Thriller",5.7,Not Rated
The Incredible Jessica James,Comedy,6.5,TV-MA
The Indian in the Cupboard,"Drama, Family, Fantasy",6.0,PG
The Influence,"Short, Thriller",N/A,N/A
The Informant!,"Biography, Comedy, Crime",6.4,R
The Intent,"Crime, Drama",4.4,N/A
The Intent 2: The Come Up,Crime,3.9,N/A
The Interview,"Action, Adventure, Comedy",6.5,R
The Invention of Lying,"Comedy, Fantasy, Romance",6.4,PG-13
The Invitation,"Drama, Mystery, Thriller",6.6,Not Rated
The Irishman,"Biography, Crime, Drama",7.8,R
The Iron Lady,"Biography, Drama",6.4,PG-13
The Island,"Action, Sci-Fi, Thriller",6.8,PG-13
The Jane Austen Book Club,"Comedy, Drama, Romance",6.8,PG-13
The Journey Is the Destination,Drama,6.3,R
The Karate Kid,"Action, Drama, Family",7.3,PG
The Keeping Hours,"Drama, Fantasy, Horror",6.4,PG-13
The Killer,"Action, Crime, Drama",4.7,Not Rated
The Killing of a Sacred Deer,"Drama, Horror, Mystery",7.0,R
The Kindergarten Teacher,"Drama, Thriller",6.7,R
The King,"Biography, Drama, History",7.2,R
The King's Speech,"Biography, Drama, History",8.0,R
The Kissing Booth,"Comedy, Romance",6.0,TV-14
The Kissing Booth 2,"Comedy, Romance",5.7,TV-14
The Kite,Short,N/A,N/A
The Knight Before Christmas,"Adventure, Comedy, Drama",5.6,TV-PG
The Lake House,"Drama, Fantasy, Romance",6.8,PG
The Lamb,"Adventure, Comedy, Western",5.7,N/A
The Land,Drama,6.5,R
The Land of Steady Habits,"Comedy, Drama",6.2,TV-MA
The Land of the Enlightened,"Documentary, Drama, War",7.1,N/A
The Larva Island Movie,"Animation, Adventure, Comedy",5.1,N/A
The Last Airbender,"Action, Adventure, Family",4.0,PG
The Last Boy Scout,"Action, Comedy, Crime",7.0,R
The Last Days of American Crime,"Action, Crime, Drama",3.7,TV-MA
The Last Days of Chez Nous,"Comedy, Drama, Romance",6.6,R
The Last Exorcism,"Horror, Mystery, Thriller",5.7,PG-13
The Last Face,"Drama, Romance, War",5.0,R
The Last Hour,"Crime, Drama, Mystery",7.5,N/A
The Last Laugh,Comedy,5.6,TV-MA
The Last Man on the Moon,"Documentary, Adventure, Biography",7.4,TV-MA
The Last Shaman,"Documentary, Adventure, Drama",6.6,N/A
The Last Summer,"Comedy, Romance",5.6,TV-14
The Last Thing He Wanted,"Crime, Drama, Thriller",4.3,R
The Last Whistle,"Drama, Sport",5.1,PG
The Late Bloomer,"Comedy, Drama, Romance",5.2,R
The Laundromat,"Comedy, Crime, Drama",6.3,R
The Legacy of a Whitetail Deer Hunter,"Comedy, Drama",5.5,TV-14
The Legend of Bhagat Singh,"Action, Biography, Drama",8.1,Not Rated
The Legend of Michael Mishra,"Comedy, Drama",4.4,N/A
The Letter Reader,"Short, Drama",6.8,N/A
The Lift Boy,"Comedy, Drama",7.2,TV-MA
The Little Hours,"Comedy, Romance",5.8,R
The Little Mermaid,"Animation, Family, Fantasy",7.6,G
The Little Prince,"Family, Fantasy, Musical",6.5,G
The Little Vampire,"Adventure, Comedy, Family",5.8,PG
The Lives Of Others,"Animation, Short",N/A,N/A
The Lobster,"Comedy, Drama, Romance",7.2,R
The Lodgers,"Drama, Horror, Mystery",5.1,R
The Long Dumb Road,Comedy,6.1,R
The Longest Yard,"Comedy, Crime, Sport",6.4,PG-13
The Longshots,"Biography, Comedy, Drama",5.5,PG
The Lord of the Rings: The Return of the King,"Action, Adventure, Drama",8.9,PG-13
The Lord of the Rings: The Two Towers,"Action, Adventure, Drama",8.7,PG-13
The Lost Brother,"Comedy, Drama",6.4,N/A
The Lost Husband,"Drama, Romance",6.1,PG-13
The Lost Okoroshi,"Action, Adventure, Drama",5.5,N/A
The Love Affair,"Drama, Romance",6.3,N/A
The Love Guru,"Comedy, Romance, Sport",3.8,PG-13
The Lovebirds,"Action, Comedy, Crime",6.1,R
The Lovers,"Comedy, Drama, Romance",6.1,R
The Lynx,"Short, Comedy, Sci-Fi",N/A,N/A
Rasputin: The Mad Monk,"Biography, Drama, Horror",6.2,Not Rated
The Magic Pill,Documentary,7.1,TV-14
The Magic School Bus Rides Again in the Zone,"Animation, Adventure, Comedy, Family",6.1,TV-Y
The Magic School Bus Rides Again: Kids in Space,"Animation, Adventure, Comedy",6.2,TV-Y
The Magic School Bus Rides Again: The Frizz Connection,"Animation, Short, Adventure",5.1,N/A
The Main Event,"Comedy, Romance, Sport",5.6,PG
The Man Who Would Be Polka King,"Documentary, Crime, Music",6.2,N/A
The Mansion,Thriller,5.0,Not Rated
The Married Couples,Comedy,8.1,N/A
The Mars Generation,Documentary,6.4,N/A
The Mask of Zorro,"Action, Adventure, Comedy",6.8,PG-13
The Massively Mixed-Up Middle School Mystery,"Comedy, Mystery",7.2,TV-G
The Master,Drama,7.2,R
The Match,"Comedy, Romance, Sport",6.3,PG-13
The Matrix,"Action, Sci-Fi",8.7,R
The Matrix Reloaded,"Action, Sci-Fi",7.2,R
The Matrix Revolutions,"Action, Sci-Fi",6.8,R
The Maus,"Drama, Fantasy, Horror",4.7,N/A
"The Mayo Clinic, Faith, Hope and Science","Documentary, History",7.9,TV-PG
The Mayor,Comedy,5.6,TV-PG
The Memory of Water,"Short, Drama",N/A,N/A
The Men Who Stare at Goats,"Comedy, War",6.2,R
The Meyerowitz Stories (New and Selected),"Comedy, Drama",6.9,TV-MA
The Midas Touch,Comedy,4.3,N/A
The Midnight Sky,"Drama, Fantasy, Sci-Fi",5.6,PG-13
The Millions,"Comedy, Thriller",5.5,TV-MA
The Mire,"Short, Drama, Thriller",8.2,N/A
The Mirror Boy,"Adventure, Drama, Fantasy",4.9,N/A
The Mistress,Drama,6.4,Not Rated
The Model,Drama,5.8,Unrated
The Monster,"Drama, Fantasy, Horror",5.4,R
The Monster of Mangatiti,"Documentary, Biography, Crime, Drama, Thriller",6.2,N/A
The Most Hated Woman in America,"Biography, Drama, History",6.1,TV-MA
The Motive,Thriller,N/A,N/A
The Muppets,"Adventure, Comedy, Family",7.1,PG
The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",7.6,PG-13
The Natural,"Drama, Sport",7.5,PG
The New Romantic,"Comedy, Drama, Romance",5.7,Not Rated
The Next Karate Kid,"Action, Drama, Family",4.5,PG
The Night Clerk,"Crime, Drama, Mystery",5.5,R
The Night Comes for Us,"Action, Thriller",7.0,TV-MA
The Nut Job,"Animation, Adventure, Comedy",5.7,PG
The Nutcracker and the Four Realms,"Adventure, Family, Fantasy",5.6,PG
The Occupant,Mystery,7.8,N/A
The Old Guard,"Action, Adventure, Fantasy",6.7,R
The One I Love,"Comedy, Drama, Romance",7.1,R
The Open House,"Horror, Thriller",3.2,TV-MA
The Original Kings of Comedy,"Comedy, Documentary",6.8,R
The Other,"Drama, Horror, Mystery",6.9,PG
The Other Guys,"Action, Comedy, Crime",6.7,PG-13
"The Other One: The Long, Strange Trip of Bob Weir","Documentary, Biography, Music",7.3,N/A
The Other Side of the Wind,Drama,6.8,R
The Ottoman Lieutenant,"Drama, War",6.5,R
The Outcasts,Comedy,5.5,PG-13
The Outpost,"Action, Drama, History",6.8,R
The Outsider,"Crime, Drama, Fantasy",7.7,TV-MA
The Package,"Comedy, Thriller",5.5,TV-MA
The Panti Sisters,Comedy,5.5,N/A
The Paramedic Chronicles: Season Three,"Short, Comedy",N/A,N/A
The Parole Officer,"Comedy, Crime",6.4,R
The Pass,"Drama, Romance",6.5,Not Rated
The Peacemaker,"Action, Thriller",6.0,R
The Pelican Brief,"Crime, Drama, Mystery",6.6,PG-13
The Perfect Date,"Comedy, Romance",5.8,TV-14
The Perfect Picture: Ten Years Later,"Comedy, Romance",6.0,N/A
The Perfection,"Drama, Horror, Music",6.2,TV-MA
The Perks of Being a Wallflower,"Drama, Romance",7.9,PG-13
The Phantom of the Opera,"Drama, Musical, Romance",7.2,PG-13
The Physician,"Adventure, Drama, History",7.2,R
The Pink Panther,"Adventure, Comedy, Crime",5.7,PG
The Pirate Fairy,"Animation, Adventure, Family, Fantasy",6.6,G
The Pirates of Somalia,"Biography, Drama",6.8,R
The Pirates! Band of Misfits: Starz/Encore Special,Animation,6.9,N/A
The Pixar Story,Documentary,7.8,G
The Place Beyond the Pines,"Crime, Drama, Thriller",7.3,R
The Plan,Thriller,7.1,N/A
